Date,HUF,RUB,RON,TRY,BGN,CZK,EEK,HRK,LVL,NOK,PLN,ISK,UAH,RON1MD,TRY1MD,BGN1MD,CZK1MD,HRK1MD,NOK1MD,PLN1MD,ISK1MD,UAH1MD,HUF1MD,RUB1MD,RON1MD,TRY3MD,BGN3MD,CZK3MD,HRK3MD,NOK3MD,PLN3MD,ISK3MD,UAH3MD,HUF3MD,RUB3MD,JPY,EUR,CHF,USD1MD,USD3MD,CHF1MD,CHF3MD,EUR1MD,EUR3MD,JPY1MD,JPY3MD
31/12/2013,215.97,32.89,3.243,2.145,1.4229,19.866,,5.5424,0.5078,6.0663,3.016,115.18,8.23,1.3,7.35,0.13,0.03,0.15,1.51,2.41,5.5,14,1.83,6.2,1.85,7.9,0.3,0.07,0.4,1.56,2.47,5.7,16,2.01,6.3,105.3,1.3745,0.8928,0.12,0.25,-0.18,-0.1,0.12,0.2,0.03,-0.02
30/11/2013,221.75,33.1388,3.2603,2.0176,1.4394,20.137,,5.6179,0.5172,6.1257,3.0932,119.45,8.225,1.36,6.37,0.13,0.04,0.15,1.36,2.3,5.5,4.5,1.96,6.05,2.21,6.78,0.3,0.07,0.65,1.49,2.38,5.7,6,1.99,6.3,102.41,1.3589,0.9061,0.18,0.18,-0.12,-0.07,0.12,0.14,0.03,0.05
31/10/2013,217.01,32.079,3.2627,1.9948,1.4397,18.98,,5.6087,0.5169,5.9396,3.0815,120.38,8.1855,1.7,5.95,0.1,0.05,0.2,1.27,2.38,5.5,4,2.26,5.75,2.2,5.97,0.45,0.16,0.95,1.44,2.38,5.75,7.5,2.25,6.3,98.35,1.3582,0.9066,0.13,0.17,-0.12,-0.07,0.02,0.16,0.07,0.05
30/09/2013,219.78,32.379,3.2949,2.0159,1.4456,18.966,,5.6216,0.5189,6.0103,3.1204,120.21,8.1895,2.45,7,0.15,0.05,0.6,1.43,2.22,5.45,4,2.54,6.23,2.81,7.25,0.45,0.16,1.31,1.51,2.28,5.7,6,2.64,6.35,98.21,1.3524,0.9048,0.17,0.23,-0.1,-0.2,0.07,0.11,0.01,0.02
31/08/2013,227.45,33.258,3.3494,2.0383,1.4789,19.448,,5.7143,0.5314,6.1113,3.2257,119.7,8.1235,3.39,6.8,0.1,0.05,0.7,1.32,2.28,5.7,4,3.19,6.15,3.29,7.4,0.46,0.16,1.35,1.48,2.37,5.7,7,3.24,6.35,98.15,1.322,0.9298,0.17,0.23,-0.15,-0.14,0.01,0.05,0.01,0.02
31/07/2013,224.64,32.955,3.3174,1.9333,1.4703,19.475,,5.6416,0.5281,5.8893,3.1945,118.77,8.125,3.95,6.35,0.1,0.05,0.4,1.38,2.31,5.5,2.5,3.21,6.1,4,6.45,0.62,0.16,1.5,1.54,2.4,5.7,6,3.29,6.77,97.86,1.33,0.9261,0.17,0.23,-0.09,-0.07,0.01,0.05,0.01,0.02
30/06/2013,226.64,32.8305,3.4271,1.9268,1.5031,19.97,,5.7244,0.5389,6.067,3.3221,123.82,8.153,4.11,5.35,0.31,0.04,1.6,1.26,2.38,5.55,4,3.5,6.45,4.11,5.57,0.65,0.15,2.3,1.46,2.42,5.7,5,3.47,6.62,99.12,1.3008,0.9447,0.17,0.24,-0.15,-0.13,0.01,0.05,0.01,0.02
31/05/2013,228.23,31.9175,3.377,1.8748,1.5047,19.789,,5.7835,0.539,5.8671,3.2839,122.38,8.15,3.61,4.2,0.99,0.04,0.01,1.38,2.73,5.7,2.75,3.83,6.2,3.66,4.2,1.19,0.15,1.05,1.56,2.58,5.7,6.5,3.63,6.7,100.46,1.2995,0.9549,0.17,0.24,-0.08,-0.13,0.01,0.05,0.01,0.02
30/04/2013,227.28,31.123,3.2842,1.791,1.485,19.569,,5.7547,0.531,5.7676,3.1595,116.07,8.09,3.6,5,1.11,0.04,1,1.45,3.02,5.55,4.5,4.03,6.5,3.65,5.1,1.31,0.15,0.55,1.6,2.62,5.7,5,3.6,6.6,97.41,1.3166,0.9291,0.17,0.24,-0.1,-0.08,0.01,0.05,0.07,0.1
31/03/2013,236.85,31.0725,3.4437,1.8075,1.5255,20.045,,5.9247,0.5466,5.8443,3.2545,123.52,8.134,4.61,5.1,1.07,0.04,0.15,1.52,3.2,5.6,3,4.32,5.85,4.76,5.25,1.3,0.15,0.5,1.68,3.17,5.65,4,4.25,6.75,94.19,1.2818,0.9491,0.18,0.43,-0.1,-0.1,0.01,0.05,0.03,0.07
28/02/2013,226.14,30.645,3.3351,1.7979,1.4978,19.64,,5.8107,0.5364,5.7348,3.1748,124.48,8.105,5.2,4.43,1.12,0.05,0.3,1.44,3.57,5.55,6.5,4.43,5.86,5.2,4.51,1.34,0.22,0.7,1.67,3.55,5.65,10,4.54,6.55,92.53,1.3056,0.9361,0.17,0.5,-0.12,-0.14,0.01,0.05,0.03,0.01
31/01/2013,214.99,30.025,3.2281,1.7569,1.4405,18.886,,5.5849,0.5148,5.4652,3.0879,126.58,8.142,5.4,4.63,1.11,0.05,0.3,1.53,3.82,5.6,9,4.86,5.91,5.55,4.53,1.36,0.06,0.8,1.69,3.64,5.65,11,4.67,6.16,91.72,1.3578,0.9097,0.18,0.28,-0.15,-0.13,0.02,0.04,0.01,0.01
31/12/2012,220.21,30.5525,3.3665,1.7817,1.482,18.985,,5.7214,0.5286,5.563,3.0848,127.86,8.04,5.51,5.35,1.08,0.08,0.4,1.48,4.01,5.6,16,4.7,6.31,5.51,5.75,1.31,0.16,1.2,1.63,3.91,5.7,18,4.3,6.45,86.74,1.3194,0.9155,0.15,0.25,-0.35,-0.2,-0.05,0.05,0.01,0.05
30/11/2012,216.36,30.8617,3.4659,1.7853,1.5039,19.422,,5.7706,0.535,5.6651,3.1553,125.68,8.185,5.85,5.35,1.09,0.08,0.5,1.58,4.23,5.6,22,4.35,6.7,5.8,5.75,1.34,0.18,1.5,1.68,4.2,5.6,23,4.56,6.22,82.45,1.2984,0.9277,0.15,0.25,-0.25,-0.1,0.01,0.06,0.07,0.05
31/10/2012,218.58,31.3375,3.506,1.7916,1.5088,19.352,,5.7857,0.5367,5.7003,3.1923,127.1,8.143,5.25,5.5,1.07,0.25,1,1.66,4.52,5.5,35,5.22,6.13,5.25,6,1.32,0.33,2,1.69,4.48,5.7,27,4.59,6.39,79.76,1.2958,0.9309,0.17,0.29,-0.23,-0.2,0.01,0.09,0.02,0.08
30/09/2012,221.37,31.18,3.5281,1.7944,1.5207,19.507,,5.7617,0.5409,5.72,3.2002,124.02,8.147,5.1,6,1.15,0.42,0.8,1.52,4.7,5.5,19,4.95,6.09,5.25,6,1.35,0.48,2,1.75,4.4,5.3,18,4.7,6.45,77.9,1.2858,0.9396,0.17,0.35,-0.23,-0.2,0.01,0.12,0.02,0.08
31/08/2012,225.82,32.245,3.5538,1.8166,1.5552,19.743,,5.9294,0.5529,5.7973,3.312,121.84,8.1275,5.3,6.25,1.26,0.38,2.5,1.62,4.7,5.25,21,5.6,5.55,5.4,6.75,1.56,0.45,3.5,1.87,4.75,5.25,17,5.2,6.1,78.37,1.2575,0.9549,0.21,0.41,-0.2,-0.1,0.02,0.17,0.07,0.16
31/07/2012,228.82,32.1986,3.7241,1.7931,1.5892,20.562,11.6971,6.0868,0.5655,6.0242,3.3456,120.38,8.097,4.9,7.5,0.04,0.49,1.2,1.7,4.55,5.15,18,5.54,6.05,4.9,8,1.66,0.6,2.9,1.97,4.6,5.2,16,5.37,6.25,78.11,1.2303,0.9763,0.35,0.37,-0.21,-0.18,0.02,0.18,0.07,0.16
30/06/2012,225.79,32.39,3.5117,1.8076,1.5449,20.118,11.6971,5.9355,0.5497,5.953,3.3453,124.71,8.075,4.53,8.19,1.46,0.55,0.5,1.7,4.72,5.2,18,4.93,6.44,4.54,9,1.91,0.75,2.25,2.21,4.92,5.25,14,5.22,6.6,79.77,1.2658,0.9483,0.16,0.46,-0.12,-0.07,0.3,0.45,0.07,0.16
31/05/2012,243.02,33.3863,3.626,1.8651,1.582,20.781,11.6971,6.1116,0.5644,6.117,3.5511,130.54,8.0835,5.05,9.14,1.5,0.73,0.1,1.68,4.72,5,13,5.9,7.16,4.89,8.9,1.95,0.84,1.9,2.11,4.62,5.2,11,5.7,7.27,78.35,1.2356,0.9716,0.15,0.45,-0.03,0.01,0.28,0.56,0.07,0.16
30/04/2012,216.21,29.3581,3.3351,1.7554,1.4771,18.81,11.6971,5.6561,0.5277,5.721,3.1499,125.06,8.0333,3.9,9,0.27,0.62,0.8,1.68,4.34,4.45,5,6,5.65,4,9,2.46,0.63,2.3,2.11,4.75,4.6,7,6,6.22,79.78,1.324,0.9071,0.15,0.49,-0.03,0.01,0.4,0.52,-0.01,0.05
31/03/2012,220.49,29.316,3.2864,1.7805,1.4652,18.557,11.6971,5.6287,0.5242,5.691,3.1025,126.32,8.033,3.65,9,0.36,0.64,1,1.68,4.3,4.5,8,5.7,5.6,4.35,9,2.45,0.85,2.8,2.1,4.4,4.7,11,5.8,6.28,82.79,1.3343,0.902,0.15,0.3,-0.03,0.01,0.28,0.6,0.07,0.15
29/02/2012,216.8,29.0815,3.2603,1.7471,1.4672,18.665,11.6971,5.6606,0.5237,5.5864,3.0937,125.12,8.003,3.74,7.25,1.2,0.7,3.75,1.74,4.3,4.35,10.38,5.8,5.3,4.5,7.5,2.45,0.85,5,2.43,4.4,4.35,11.5,5.9,6.33,81.22,1.3324,0.9042,0.15,0.5,-0.03,0.01,0.46,0.88,0.07,0.16
31/01/2012,224.78,30.2997,3.3214,1.7761,1.4954,19.354,11.6971,5.7929,0.5337,5.8658,3.2217,123.43,8.025,4.5,8.25,0.61,0.6,4.2,1.8,4.35,4.3,10.5,5.1,5.69,4.58,8.5,2.45,0.94,5.3,2.44,4.45,4.3,9,5.25,6.52,76.19,1.3078,0.9202,0.25,0.45,-0.03,0.03,0.61,1.02,0.07,0.15
31/12/2011,243.28,32.194,3.3315,1.884,1.5113,19.732,11.6971,5.8201,0.5403,5.9766,3.4399,122.53,7.995,5.22,8.25,1.34,0.74,2,2.22,4.55,4.3,16,5.3,5.51,5.65,8.5,1.66,1.05,4.25,2.59,4.75,4.3,12,5.4,6.5,76.94,1.2945,0.9376,0.22,0.53,0.03,0.03,0.97,1.25,0.07,0.1
30/11/2011,225.32,30.722,3.241,1.8274,1.455,18.793,11.6971,5.5808,0.5188,5.7718,3.3517,118.68,8.014,6,7.75,1.3,0.56,2.8,2.87,4.55,4.35,16,5.5,5.9,5.86,8,3,0.95,4.75,2.96,4.75,4.35,14,5.6,6.75,77.5,1.3441,0.9131,0.24,0.35,0.05,0.03,1.14,1.38,0.07,0.9
31/10/2011,219.68,30.2265,3.126,1.7697,1.4112,17.924,11.6971,5.4094,0.5072,5.5509,3.1721,114.49,8,5.92,8,0.9,0.56,4,2.34,4.51,4,28.5,5,5.75,5.92,8.5,3.01,0.74,4.8,2.81,4.71,4.1,20,5.25,6.7,78.2,1.3856,0.8772,0.15,0.32,0.12,-0.01,1.29,1.49,0.07,0.16
30/09/2011,218.82,32.179,3.2518,1.8591,1.4604,18.399,11.6971,5.5817,0.5295,5.8625,3.3007,118.05,8.003,5.52,6.75,0.95,0.59,3.9,2.3,4.44,4,11,5.3,6,5.73,7.25,2.6,0.75,4.8,3,4.56,4.1,9,5.6,6.5,77.04,1.3384,0.9079,0.2,0.37,0.02,0.51,1.26,1.46,0.38,0.68
31/08/2011,188.42,28.828,2.9363,1.7143,1.3603,16.744,11.6971,5.2031,0.493,5.36,2.8737,113.24,7.997,5.86,6.75,1.9,0.7,2.1,2.52,4.4,4,10.5,4.9,4.1,5.86,7.25,1.6,0.87,2.3,2.87,4.5,4,13.2,4.8,4.25,76.59,1.4377,0.8057,0.15,0.25,-0.12,-0.12,1.32,1.44,0.4,0.68
31/07/2011,187.53,27.633,2.9359,1.6875,1.3583,16.781,11.6971,5.1643,0.4922,5.3704,2.7752,114.78,7.995,4.3,7.4,1.01,0.69,1.1,2.37,4.38,3.75,8.5,5,3.7,5.31,7.7,1.75,0.78,2.4,2.8,4.45,3.5,8.75,5.15,3.57,76.73,1.4395,0.7852,0.07,0.24,0.13,0.03,1.3,1.53,0.03,0.16
30/06/2011,183,27.921,2.9182,1.6201,1.348,16.754,11.6971,5.0989,0.4884,5.3827,2.741,114.07,7.98,4.32,7.5,1.9,0.5,0.3,2.31,4.4,3.75,3.5,5.55,3.5,5.07,7.85,3,0.75,1,2.71,4.5,3.5,7.5,4.4,3.75,80.52,1.4504,0.8401,0.06,0.21,0.01,0.03,1.22,1.45,0.05,0.1
31/05/2011,184.9,27.9663,2.8675,1.5931,1.3583,17.042,11.6971,5.1719,0.4925,5.378,2.7415,114.51,7.978,4.22,7.55,1.71,0.7,0.4,2.46,4.16,3.75,6,5.5,3.7,5.33,7.7,2.91,0.85,1.1,2.72,4.25,3.4,5.5,4.8,3.85,81.52,1.4394,0.8538,0.07,0.18,0.01,0.03,1.17,1.28,0.05,0.1
30/04/2011,178.29,27.392,2.7512,1.5206,1.3209,16.277,11.6971,4.9564,0.4786,5.2466,2.6536,110.88,7.9675,5,6.39,0.87,0.44,0.2,2.13,3.8,3.75,4.5,5.6,3.43,5.3,6.27,3.03,0.73,1,2.61,3.95,3.4,3,4.99,3.6,81.21,1.4799,0.865,0.08,0.14,-0.04,0.03,1.13,1.28,0.05,0.16
31/03/2011,187.36,28.43,2.908,1.5445,1.3801,17.309,11.6971,5.2055,0.5004,5.533,2.838,114.18,7.96,3.75,6.45,2.01,0.5,0.25,2.02,3.71,3.75,4,4.91,2.7,5.2,6.55,3.27,0.85,1.8,2.41,3.98,3.75,3,4.61,3.5,83.15,1.4165,0.9184,0.18,0.23,0.08,0.2,0.96,1.18,0.07,0.16
28/02/2011,196.19,28.873,3.0441,1.5977,1.417,17.634,11.6971,5.3564,0.5097,5.5956,2.8655,115.93,7.9375,4.9,5.5,1.29,0.51,0.6,2.1,3.68,2,4,4.96,3.05,5.96,6.5,2.46,0.84,2.2,2.32,3.94,3.4,4.5,5.05,3.32,81.76,1.3801,0.9288,0.2,0.27,0.05,0.22,0.83,0.99,0.14,0.27
31/01/2011,199.08,29.785,3.108,1.604,1.4281,17.662,11.6971,5.4167,0.5132,5.774,2.8707,115.57,7.95,3.79,6,2.35,0.65,0.9,1.98,3.67,4,4,4.96,3,4.28,6.5,2.5,0.78,2.1,2.08,3.91,3.5,4,4.94,3.5,82.07,1.3685,0.944,0.2,0.28,0.01,0.1,0.87,1.04,0.14,0.26
31/12/2010,207.72,30.572,3.1673,1.5367,1.4624,18.668,11.6971,5.5032,0.5305,5.8218,2.955,114.56,7.965,3.76,5.75,1.26,0.67,1.7,2.18,3.42,4.1,7,4.43,3.19,5.74,6.5,2.5,0.84,2.6,2.33,3.76,3.9,7,4.68,3.62,81.15,1.3377,0.9335,0.3,0.29,0.02,0.19,0.75,0.83,0.1,0.05
30/11/2010,216.09,31.5316,3.3084,1.5041,1.5063,19.184,12.0466,5.712,0.546,6.2071,3.0973,116.87,7.964,3.71,6.75,1.28,0.7,1.2,2.09,3.4,4.8,4.5,4.49,3.78,5.86,7,2.35,0.86,2.3,2.24,3.7,4.35,6,4.68,3.93,83.67,1.2977,1.0041,0.21,0.32,0.16,0.18,0.7,0.95,0.11,0.28
31/10/2010,194.27,30.843,3.0565,1.4325,1.4023,17.619,11.2213,5.2571,0.5086,5.8411,2.8394,110.77,7.948,4.48,6.35,1.71,0.65,0.85,2.07,3.4,5.35,2.5,4.49,3,6.38,7.25,2.4,0.84,2.25,2.22,3.62,5,5,4.4,3.3,80.39,1.3947,0.982,0.23,0.45,0.07,0.13,0.66,0.91,0.03,0.08
30/09/2010,202.29,30.5814,3.1264,1.443,1.4345,17.947,11.4726,5.3334,0.5202,5.8694,2.9062,113.01,7.93,5.15,6.8,1.71,0.75,1.1,2.11,3.38,5.5,2,4.49,2.9,6.25,6.41,2.91,0.95,2,2.33,3.59,5.05,5,4.69,3.07,83.45,1.363,0.9821,0.23,0.28,0.04,0.27,0.52,0.75,0.01,0.21
31/08/2010,226.02,30.825,3.3632,1.5215,1.541,19.425,12.3332,5.7301,0.5583,6.2904,3.1572,120.47,7.887,6.08,6.75,1.7,0.67,1.1,2.15,3.41,6.1,1.75,4.16,2.8,6.04,7,3,0.85,2,2.4,3.65,5.85,4.5,4.21,3.25,84.16,1.2685,1.014,0.2,0.25,0.1,0.39,0.53,0.79,0.19,0.32
31/07/2010,217,30.26,3.2547,1.506,1.4985,18.955,11.9929,5.5417,0.5428,6.0714,3.068,119.67,7.8925,5.59,6.48,2.03,0.57,1.4,2.22,3.4,7.1,2.75,4.52,2.9,6.34,7.1,2.52,0.87,2,2.38,3.55,6.8,5.13,4.66,3.3,86.45,1.3045,1.0413,0.22,0.67,0.1,0.3,0.49,0.59,0.16,0.32
30/06/2010,232.6,31.259,3.5613,1.5817,1.5982,20.988,12.787,5.8771,0.5792,6.494,3.38,127.79,7.904,6.61,6.8,1.71,0.66,1,2.21,3.47,7.15,2.5,4.09,2.47,6.83,7.1,3.01,0.89,1.75,2.59,3.65,6.75,4.5,4.07,2.98,88.39,1.2234,1.077,0.3,0.77,0.05,0.2,0.38,0.62,0.05,0.2
31/05/2010,223.21,30.886,3.4058,1.573,1.5891,20.699,12.7132,5.8947,0.5761,6.452,3.299,128.05,7.924,6.26,6.75,1.71,0.67,1,2.02,3.43,7.75,5.75,4.4,3.25,6.31,7,3.01,0.88,1.5,2.45,3.68,7.2,9.5,4.07,3.8,91.24,1.2305,1.1548,0.25,0.45,0.01,0.05,0.3,0.46,0.05,0.13
30/04/2010,202.25,29.226,3.1008,1.4883,1.4709,19.262,11.7666,5.4575,0.5316,5.9025,2.951,127.56,7.92,5.45,6.7,1.94,0.93,0.75,1.87,3.43,8.25,5.5,4.75,3.64,5.57,7,3,1.01,1.7,2.18,3.7,7.75,10,4.5,3.81,93.81,1.3295,1.0773,0.19,0.3,0.01,0.12,0.24,0.42,0.05,0.17
31/03/2010,196.17,29.432,3.0244,1.5186,1.4473,18.802,11.5808,5.3752,0.5244,5.937,2.8504,127.29,7.92,4.42,6.12,1.71,0.98,0.75,1.71,3.44,8.25,6.5,4.83,3.69,5.22,6.34,3.01,1.08,1.5,2.07,3.95,7.75,10.5,4.74,3.79,93.46,1.351,1.0535,0.17,0.32,0.02,0.14,0.26,0.43,0.05,0.13
28/02/2010,197.83,29.93,3.0151,1.5415,1.436,18.989,11.483,5.3424,0.5197,5.9017,2.8906,128.06,7.972,6.24,6.45,1.72,0.9,0.5,1.78,3.44,8.5,9,4.9,4.25,6.44,6.53,3,1.1,0.8,2.04,3.92,8,15,5.22,4.75,88.85,1.3625,1.0734,0.16,0.19,0.04,0.2,0.24,0.55,0.05,0.2
31/01/2010,195.43,30.3678,2.9528,1.4963,1.4106,18.895,11.2834,5.2667,0.5096,5.9245,2.9188,127.64,8,7.84,6.27,1.67,0.99,1.2,1.72,3.45,8.25,14,5.59,5.2,7.79,6.59,2,1.25,2.5,1.96,3.97,8,16,5.39,5.35,90.3,1.3862,1.0604,0.18,0.19,0.02,0.15,0.37,0.37,0.2,0.11
31/12/2009,187.96,30.311,2.9566,1.495,1.3656,18.377,10.9272,5.0932,0.4948,5.7934,2.8608,124.96,8,10.05,6.8,2.44,1,1.5,1.67,3.4,8.75,14,5.72,5.96,10.15,7,2.25,1.23,3.5,1.91,3.8,8,18,5.64,5.75,92.9,1.4316,1.0355,0.17,0.23,0.06,0.15,0.34,0.58,0.06,0.1
30/11/2009,182.35,29.227,2.8399,1.5274,1.303,17.399,10.4241,4.8824,0.4714,5.675,2.7723,122.37,7.98,9.52,6.55,2.61,1.2,1.5,1.51,3.33,9,15,5.8,5.3,9.61,6.8,3.21,1.41,4,1.76,3.96,8.5,16.5,5.3,5.8,86.34,1.5007,1.0049,0.18,0.25,0.02,0.15,0.37,0.48,0.07,0.17
31/10/2009,185.95,29.1576,2.9232,1.5053,1.3281,17.995,10.6277,4.9202,0.4815,5.7283,2.8857,125.67,8.095,10.45,6.8,2.44,1.22,4.5,1.31,3.31,8.75,17,6.25,6.68,10.15,6.9,3.21,1.51,6.5,1.65,3.99,8.45,20,6,9.34,90.08,1.4715,1.026,0.21,0.27,0.01,0.16,0.35,0.52,0.07,0.25
30/09/2009,183.65,30.0236,2.8829,1.4827,1.336,17.205,10.6867,4.956,0.4842,5.7689,2.869,123.37,8.21,9.42,7.3,2.16,1.26,8,1.19,3.3,8.25,7.5,6.9,7.71,9.02,7.4,3.38,1.61,9,1.59,4,8.25,18.5,6.4,10.19,89.75,1.4635,1.0358,0.24,0.47,0.07,0.23,0.38,0.8,0.08,0.29
31/08/2009,189.73,31.798,2.9451,1.4999,1.3647,17.77,10.9138,5.138,0.4907,6.013,2.8574,125.24,8.42,9.07,7.85,3.01,1.27,8,1.11,3.28,8.25,10.25,7.75,7.25,9.02,7.95,4.01,1.58,8.5,1.62,3.94,8.25,23,7.56,8.25,93.01,1.4329,1.0588,0.24,0.59,0.04,0.2,0.36,0.82,0.09,0.25
31/07/2009,186.41,31.4615,2.9547,1.4699,1.3716,17.901,10.9738,5.155,0.491,6.1174,2.904,126.16,7.85,9,8.05,2.8,1.63,8.4,1.13,3.35,8.5,7.25,8.25,8.87,9,8.15,4.02,1.93,9.15,1.49,4,7.8,18,8.23,6.83,94.66,1.4247,1.0683,0.25,0.48,0.03,0.05,0.43,0.88,0.18,0.38
30/06/2009,193.95,31.1583,2.9936,1.5397,1.3933,18.511,11.1466,5.1677,0.5006,6.4269,3.1679,127.16,7.715,9.28,9.1,3.4,1.6,8,1.23,3.5,8.8,5.25,9.35,9.2,9.45,9.6,4.3,1.87,8.5,1.53,4.2,7.75,9,9.39,12.73,96.31,1.4033,1.0855,0.27,0.65,0.12,0.37,0.67,0.99,0.18,0.22
